20,100,2,418.566666666667
40,100,2,491.4
60,100,2,431.1
80,100,2,400.9
100,100,2,510
20,600,2,548.646666666667
40,600,2,715.9875
60,600,2,1119.36
80,600,2,699.15
100,600,2,816.666666666667
20,1100,2,886.810714285714
40,1100,2,948.357142857143
60,1100,2,892.96
80,1100,2,1001.6
100,1100,2,723.333333333333
20,1600,2,895.2075
40,1600,2,877.85
60,1600,2,837.171428571429
80,1600,2,881.1
100,1600,2,898.825
20,2100,2,992.009433962264
40,2100,2,955.625925925926
60,2100,2,856.866666666667
80,2100,2,828.864285714286
100,2100,2,874.409090909091
20,2600,2,966.4
40,2600,2,954.09696969697
60,2600,2,898.190909090909
80,2600,2,865.417647058824
100,2600,2,878.715384615385
20,3100,2,1021.91666666667
40,3100,2,928.715384615385
60,3100,2,879.861538461539
80,3100,2,881.805
100,3100,2,912.2875
20,3600,2,1036.33777777778
40,3600,2,912.904444444444
60,3600,2,923.136666666667
80,3600,2,1044.62608695652
100,3600,2,1111.99444444444
20,4100,2,903.494174757281
40,4100,2,886.561538461538
60,4100,2,990.417142857143
80,4100,2,1030.78076923077
100,4100,2,1017.38095238095
20,4600,2,922.766086956522
40,4600,2,934.603448275862
60,4600,2,1033.14615384615
80,4600,2,1043.26551724138
100,4600,2,1086.01739130435
20,5100,2,946.9609375
40,5100,2,1004.53125
60,5100,2,1048.42093023256
80,5100,2,1055.75
100,5100,2,1006.10769230769
20,5600,2,1006.70785714286
40,5600,2,1045.40428571429
60,5600,2,1062.22553191489
80,5600,2,1016.12285714286
100,5600,2,989.342857142857
20,6100,2,1058.60326797386
40,6100,2,1026.87922077922
60,6100,2,1003.89411764706
80,6100,2,998.9
100,6100,2,1639.50322580645
20,6600,2,687.267272727273
40,6600,2,956.292771084337
60,6600,2,920.74
80,6600,2,887.688095238095
100,6600,2,934.075757575758
20,7100,2,908.543258426966
40,7100,2,899.070786516854
60,7100,2,887.058333333333
80,7100,2,953.915555555555
100,7100,2,997.411111111111
20,7600,2,907.887894736842
40,7600,2,935.274736842105
60,7600,2,973.9328125
80,7600,2,1052.89166666667
100,7600,2,1063.81052631579
20,8100,2,963.048275862069
40,8100,2,1018.27254901961
60,8100,2,1076.59558823529
80,8100,2,1029.54117647059
100,8100,2,996.368292682927
20,8600,2,1065.67627906977
40,8600,2,1023.35277777778
60,8600,2,1020.51944444444
80,8600,2,1084.43888888889
100,8600,2,1128.21395348837
20,9100,2,1062.84035087719
40,9100,2,1107.28245614035
60,9100,2,1134.50131578947
80,9100,2,1195.84736842105
100,9100,2,1264.56086956522
20,9600,2,1186.14166666667
40,9600,2,1200.8075
60,9600,2,1267.42625
80,9600,2,1356.73
100,9600,2,1414.66666666667
20,10100,2,617.677075098814
40,10100,2,896.751181102362
60,10100,2,901.301176470588
80,10100,2,920.91875
100,10100,2,974.113725490196
20,100,8,908.1
40,100,8,424.2
60,100,8,413.4
80,100,8,373
100,100,8,518.7
20,600,8,853.35
40,600,8,1078.55
60,600,8,811
80,600,8,889.2
100,600,8,1087.2
20,1100,8,801.928571428572
40,1100,8,851.575
60,1100,8,875.433333333333
80,1100,8,1190.55
100,1100,8,1129.8
20,1600,8,792.73
40,1600,8,955.2
60,1600,8,944.4
80,1600,8,1087.2
100,1600,8,1474.05
20,2100,8,728.335714285714
40,2100,8,872.642857142857
60,2100,8,945.3
80,2100,8,995.625
100,2100,8,1227.56666666667
20,2600,8,741.652941176471
