20,100,2,1.66666666666667,1255.7
40,100,2,1.5,982.8
60,100,2,2,431.1
80,100,2,2,400.9
100,100,2,1,510
20,600,2,2,8229.7
40,600,2,1.875,5727.9
60,600,2,2,5596.8
80,600,2,2,2796.6
100,600,2,2,2450
20,1100,2,1.96428571428571,24830.7
40,1100,2,2,13277
60,1100,2,1.9,8929.6
80,1100,2,2,7011.2
100,1100,2,1.83333333333333,4340
20,1600,2,2,35808.3
40,1600,2,2,17557
60,1600,2,1.92857142857143,11720.4
80,1600,2,2,8811
100,1600,2,2,7190.6
20,2100,2,1.9811320754717,52576.5
40,2100,2,1.96296296296296,25801.9
60,2100,2,1.94444444444444,15423.6
80,2100,2,1.92857142857143,11604.1
100,2100,2,1.90909090909091,9618.5
20,2600,2,2,62816
40,2600,2,1.96969696969697,31485.2
60,2600,2,2,19760.2
80,2600,2,1.94117647058824,14712.1
100,2600,2,2,11423.3
20,3100,2,1.98717948717949,79709.5
40,3100,2,2,36219.9
60,3100,2,2,22876.4
80,3100,2,1.95,17636.1
100,3100,2,1.9375,14596.6
20,3600,2,2,93270.4
40,3600,2,2,41080.7
60,3600,2,2,27694.1
80,3600,2,1.95652173913043,24026.4
100,3600,2,2,20015.9
20,4100,2,1.99029126213592,93059.9
40,4100,2,1.98076923076923,46101.2
60,4100,2,1.97142857142857,34664.6
80,4100,2,2,26800.3
100,4100,2,1.95238095238095,21365
20,4600,2,2,106118.1
40,4600,2,1.98275862068966,54207
60,4600,2,1.97435897435897,40292.7
80,4600,2,2,30254.7
100,4600,2,2,24978.4
20,5100,2,1.9921875,121211
40,5100,2,2,64290
60,5100,2,1.97674418604651,45082.1
80,5100,2,2,33784
100,5100,2,1.96153846153846,26158.8
20,5600,2,2,140939.1
40,5600,2,2,73178.3
60,5600,2,2,49924.6
80,5600,2,2,35564.3
100,5600,2,2,27701.6
20,6100,2,1.99346405228758,161966.3
40,6100,2,1.98701298701299,79069.7
60,6100,2,2,51198.6
80,6100,2,1.97435897435897,38957.1
100,6100,2,1.96774193548387,50824.6
20,6600,2,2,113399.1
40,6600,2,1.98795180722892,79372.3
60,6600,2,2,50640.7
80,6600,2,1.97619047619048,37282.9
100,6600,2,2,30824.5
20,7100,2,1.99438202247191,161720.7
40,7100,2,2,80017.3
60,7100,2,1.98333333333333,53223.5
80,7100,2,1.97777777777778,42926.2
100,7100,2,1.97222222222222,35906.8
20,7600,2,2,172498.7
40,7600,2,2,88851.1
60,7600,2,1.984375,62331.7
80,7600,2,1.97916666666667,50538.8
100,7600,2,2,40424.8
20,8100,2,1.99507389162562,195498.8
40,8100,2,1.99019607843137,103863.8
60,8100,2,1.98529411764706,73208.5
80,8100,2,2,52506.6
100,8100,2,1.97560975609756,40851.1
20,8600,2,2,229120.4
40,8600,2,1.99074074074074,110522.1
60,8600,2,2,73477.4
80,8600,2,2,58559.7
100,8600,2,2,48513.2
20,9100,2,1.99561403508772,242327.6
40,9100,2,2,126230.2
60,9100,2,2,86222.1
80,9100,2,2,68163.3
100,9100,2,1.97826086956522,58169.8
20,9600,2,2,284674
40,9600,2,2,144096.9
60,9600,2,2,101394.1
80,9600,2,2,81403.8
100,9600,2,2,67904
20,10100,2,1.99604743083004,156272.3
40,10100,2,1.99212598425197,113887.4
60,10100,2,1.98823529411765,76610.6
80,10100,2,1.984375,58938.8
100,10100,2,1.98039215686275,49679.8
20,100,8,5,908.1
40,100,8,3,424.2
60,100,8,2,413.4
80,100,8,2,373
100,100,8,1,518.7
20,600,8,7.5,3413.4
40,600,8,7.5,2157.1
60,600,8,5,1622
80,600,8,8,889.2
100,600,8,6,1087.2
20,1100,8,7.85714285714286,5613.5
40,1100,8,7,3406.3
60,1100,8,6.33333333333333,2626.3
80,1100,8,7,2381.1
100,1100,8,5.5,2259.6
20,1600,8,8,7927.3
40,1600,8,8,4776
60,1600,8,6.75,3777.6
80,1600,8,6.66666666666667,3261.6
100,1600,8,8,2948.1
20,2100,8,7.5,10196.7
40,2100,8,7.57142857142857,6108.5
60,2100,8,7,4726.5
80,2100,8,6.75,3982.5
100,2100,8,7,3682.7
20,2600,8,7.64705882352941,12608.1
40,2600,8,7.22222222222222,7412.9
60,2600,8,7.33333333333333,5735.8
80,2600,8,6.6,4953.2
100,2600,8,6.5,4401
20,3100,8,7.75,14869.5
40,3100,8,7.8,8827.6
60,3100,8,7.42857142857143,6876.6
80,3100,8,7.8,5916.1
100,3100,8,7.75,5227.7
20,3600,8,7.82608695652174,18875.2
40,3600,8,7.5,10530.8
60,3600,8,7.5,8073.2
80,3600,8,7.5,6919.7
100,3600,8,7.2,6016.3
